,Local time year_month_day_hr_min_s,Time in sec since UTC [s],Time since start [s],HMC8041 - 3V3 - CH1 Voltage [V],HMC8041 - 3V3 - CH1 Current [A],HMC8041 - 3V3 - CH1 Energy since inception [Wh],HMC8041 - 3V3 - CH1 Power [W],HMC8041 - 5V - CH1 Voltage [V],HMC8041 - 5V - CH1 Current [A],HMC8041 - 5V - CH1 Energy since inception [Wh],HMC8041 - 5V - CH1 Power [W],HMC8041 - 12V - CH1 Voltage [V],HMC8041 - 12V - CH1 Current [A],HMC8041 - 12V - CH1 Energy since inception [Wh],HMC8041 - 12V - CH1 Power [W],HMC8041 - NRB - CH1 Voltage [V],HMC8041 - NRB - CH1 Current [A],HMC8041 - NRB - CH1 Energy since inception [Wh],HMC8041 - NRB - CH1 Power [W],GRPH CH 1 [C],GRPH CH 2 [C],GRPH CH 3 [C],GRPH CH 4 [C],MOTEM1 current_A,MOTEM1 current_B,MOTEM1 current_C,MOTEM1 motor_theta,MOTEM1 status_flags,MOTEM1 error_flags,MOTEM1 sampled_error_flags,MOTEM1 hall_theta,MOTEM1 Moving,MOTEM1 Move_type,MOTEM1 theta_error,HMC Power total [W],HMC Energy total [Wh]
7361,2020_08_14_13_04_06,1597403046.9307597,4838.393252849579,3.3,0.2494,1.091,0.82302,5.0,0.0154,0.102,0.077,12.0,0.0898,1.424,1.0776000000000001,9.439,1.0,3.659,9.439,-64.3,-59.3,-64.55,-57.85,2037.0,2009.0,2826.0,11347.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.41662,6.276
7362,2020_08_14_13_04_07,1597403047.512291,4838.9747841358185,3.3,0.2441,1.091,0.80553,5.0,0.0154,0.102,0.077,12.0,0.0899,1.424,1.0788,9.441,1.0001,3.66,9.4419441,-64.3,-59.3,-64.55,-57.75,2040.0,2010.0,2831.0,11446.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4032741,6.277
7363,2020_08_14_13_04_08,1597403048.1619008,4839.624393939972,3.3,0.2494,1.092,0.82302,5.0,0.0153,0.102,0.0765,12.0,0.0898,1.425,1.0776000000000001,9.442,1.0,3.662,9.442,-64.3,-59.3,-64.55,-57.75,2038.0,2010.0,2825.0,11556.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.41912,6.281000000000001
7364,2020_08_14_13_04_08,1597403048.8235757,4840.286068916321,3.3,0.2441,1.092,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.425,1.0788,9.444,1.0001,3.663,9.4449444,-64.3,-59.3,-64.55,-57.75,2037.0,2010.0,2825.0,11668.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4057744,6.282
7365,2020_08_14_13_04_09,1597403049.509456,4840.971949100494,3.3,0.2441,1.092,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0898,1.425,1.0776000000000001,9.445,1.0,3.665,9.445,-64.3,-59.3,-64.55,-57.75,2047.0,2010.0,2830.0,11784.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.404630000000001,6.284000000000001
7366,2020_08_14_13_04_10,1597403050.2151885,4841.677681684494,3.3,0.2441,1.092,0.80553,5.0,0.0154,0.102,0.077,12.0,0.0898,1.425,1.0776000000000001,9.446,0.9999,3.667,9.4450554,-64.3,-59.2,-64.55,-57.75,2047.0,2009.0,2829.0,11904.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.405185399999999,6.286
7367,2020_08_14_13_04_10,1597403050.8556488,4842.318141937256,3.3,0.2441,1.092,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.425,1.0788,9.447,1.0,3.669,9.447,-64.3,-59.2,-64.55,-57.75,2038.0,2009.0,2826.0,12013.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.407829999999999,6.288
7368,2020_08_14_13_04_11,1597403051.4049618,4842.867455005646,3.3,0.2441,1.092,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.426,1.0788,9.449,1.0001,3.671,9.4499449,-64.3,-59.2,-64.55,-57.75,2047.0,2009.0,2829.0,12106.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4107749,6.291
7369,2020_08_14_13_04_12,1597403052.0204408,4843.482933998108,3.3,0.2441,1.092,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.426,1.0788,9.449,0.9998,3.673,9.447110200000001,-64.3,-59.2,-64.55,-57.75,2038.0,2011.0,2826.0,12211.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4079402,6.293
7370,2020_08_14_13_04_12,1597403052.72763,4844.190123081207,3.3,0.2441,1.093,0.80553,5.0,0.0154,0.102,0.077,12.0,0.0898,1.426,1.0776000000000001,9.451,1.0,3.674,9.451,-64.3,-59.2,-64.55,-57.75,2038.0,2010.0,2825.0,12331.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.41113,6.295
7371,2020_08_14_13_04_13,1597403053.3506007,4844.8130939006805,3.3,0.2443,1.093,0.80619,5.0,0.0154,0.102,0.077,12.0,0.0899,1.426,1.0788,9.451,1.0,3.675,9.451,-64.3,-59.2,-64.55,-57.75,2047.0,2009.0,2829.0,12436.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.41299,6.295999999999999
7372,2020_08_14_13_04_13,1597403053.9125266,4845.375019788742,3.3,0.2441,1.093,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.426,1.0788,9.452,0.9999,3.677,9.4510548,-64.3,-59.2,-64.55,-57.75,2041.0,2010.0,2829.0,12532.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4118848,6.298
7373,2020_08_14_13_04_14,1597403054.4350502,4845.897543430328,3.3,0.2441,1.093,0.80553,5.0,0.0154,0.102,0.077,12.0,0.0899,1.426,1.0788,9.453,1.0,3.679,9.453,-64.3,-59.2,-64.55,-57.75,2040.0,2009.0,2829.0,12620.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.41433,6.3
7374,2020_08_14_13_04_15,1597403055.3312933,4846.793786525726,3.3,0.2494,1.093,0.82302,5.0,0.0154,0.102,0.077,12.0,0.0899,1.427,1.0788,9.455,1.0,3.681,9.455,-64.3,-59.2,-64.55,-57.75,2038.0,2008.0,2824.0,12772.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.43382,6.303
7375,2020_08_14_13_04_15,1597403055.9216106,4847.384103775024,3.3,0.2441,1.093,0.80553,5.0,0.0154,0.102,0.077,12.0,0.0899,1.427,1.0788,9.456,0.9999,3.682,9.4550544,-64.3,-59.2,-64.55,-57.75,2040.0,2010.0,2830.0,12873.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4163844,6.304
7376,2020_08_14_13_04_16,1597403056.570965,4848.03345823288,3.3,0.2494,1.093,0.82302,5.0,0.0154,0.102,0.077,12.0,0.0899,1.427,1.0788,9.457,1.0,3.684,9.457,-64.3,-59.2,-64.6,-57.75,2039.0,2010.0,2829.0,12983.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.43582,6.306
7377,2020_08_14_13_04_17,1597403057.2165072,4848.679000377655,3.3,0.2441,1.094,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.427,1.0788,9.458,1.0001,3.686,9.4589458,-64.3,-59.3,-64.6,-57.75,2038.0,2009.0,2826.0,13092.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4197758,6.309
7378,2020_08_14_13_04_17,1597403057.7660198,4849.228513002396,3.3,0.2441,1.094,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.427,1.0788,9.459,1.0001,3.686,9.4599459,-64.3,-59.3,-64.6,-57.75,2047.0,2010.0,2830.0,13185.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.420775899999999,6.309
7379,2020_08_14_13_04_18,1597403058.3400888,4849.802582025528,3.3,0.248,1.094,0.8183999999999999,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.428,1.0788,9.459,0.9999,3.689,9.4580541,-64.3,-59.3,-64.6,-57.85,2038.0,2010.0,2826.0,13283.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4317541,6.313000000000001
7380,2020_08_14_13_04_18,1597403058.978571,4850.441064119339,3.3,0.2441,1.094,0.80553,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.428,1.0788,9.461,1.0001,3.691,9.4619461,-64.3,-59.3,-64.6,-57.85,2038.0,2009.0,2825.0,13391.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4227761,6.3149999999999995
7381,2020_08_14_13_04_19,1597403059.893947,4851.356440067291,3.3,0.2493,1.094,0.8226899999999999,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.428,1.0788,9.463,0.9999,3.693,9.462053699999998,-64.3,-59.2,-64.55,-57.75,2047.0,2009.0,2829.0,13547.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.440043699999999,6.317
7382,2020_08_14_13_04_20,1597403060.5158281,4851.978321313858,3.3,0.2494,1.094,0.82302,5.0,0.0154,0.102,0.077,12.0,0.0894,1.428,1.0728,13.0,0.2874,3.694,3.7361999999999997,-64.3,-59.2,-64.55,-57.75,2040.0,2009.0,2893.0,13652.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,5.70902,6.318
7383,2020_08_14_13_04_21,1597403061.1494086,4852.611901760101,3.3,0.2495,1.095,0.8233499999999999,5.0,0.0154,0.102,0.077,12.0,0.0898,1.428,1.0776000000000001,13.0,1.0297,3.695,13.3861,-64.3,-59.2,-64.55,-57.75,2037.0,2169.0,2035.0,13759.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,15.36405,6.32
7384,2020_08_14_13_04_21,1597403061.8075607,4853.270053863525,3.3,0.2441,1.095,0.80553,5.0,0.0154,0.102,0.077,12.0,0.0899,1.429,1.0788,9.43,0.9999,3.696,9.429057,-64.3,-59.2,-64.55,-57.75,2036.0,2800.0,2034.0,13871.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.390387,6.322000000000001
7385,2020_08_14_13_04_22,1597403062.3847687,4853.84726190567,3.3,0.2493,1.095,0.8226899999999999,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.429,1.0788,9.432,0.9999,3.698,9.4310568,-64.3,-59.2,-64.55,-57.75,2046.0,2798.0,2037.0,13969.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4090468,6.324
7386,2020_08_14_13_04_22,1597403062.9688427,4854.431335926056,3.3,0.2494,1.095,0.82302,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.429,1.0788,9.435,0.9999,3.7,9.4340565,-64.3,-59.2,-64.55,-57.75,2046.0,2800.0,2038.0,14068.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4123765,6.3260000000000005
7387,2020_08_14_13_04_23,1597403063.7304227,4855.192915916443,3.3,0.2494,1.095,0.82302,5.0,0.0153,0.102,0.0765,12.0,0.0899,1.429,1.0788,9.436,1.0,3.701,9.436,-64.3,-59.2,-64.55,-57.75,2046.0,2800.0,2037.0,14197.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.41432,6.327
7388,2020_08_14_13_04_24,1597403064.3478446,4855.810337781906,3.3,0.2441,1.095,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.429,1.0788,9.438,1.0,3.703,9.438,-64.3,-59.2,-64.55,-57.75,2037.0,2801.0,2032.0,14302.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.39883,6.33
7389,2020_08_14_13_04_24,1597403064.9552093,4856.417702436447,3.3,0.2494,1.095,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.43,1.0788,9.439,1.0,3.705,9.439,-64.3,-59.2,-64.55,-57.75,2047.0,2800.0,2037.0,14405.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.417819999999999,6.333
7390,2020_08_14_13_04_25,1597403065.7257087,4857.188201904297,3.3,0.244,1.096,0.8051999999999999,5.0,0.0154,0.103,0.077,12.0,0.0899,1.43,1.0788,9.441,1.0001,3.707,9.4419441,-64.3,-59.2,-64.55,-57.75,2037.0,2799.0,2033.0,14536.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.402944100000001,6.336
7391,2020_08_14_13_04_26,1597403066.2485015,4857.710994720459,3.3,0.2494,1.096,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.43,1.0788,9.442,1.0,3.708,9.442,-64.3,-59.2,-64.55,-57.75,2046.0,2800.0,2037.0,14625.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.420819999999999,6.337
7392,2020_08_14_13_04_26,1597403066.8167937,4858.27928686142,3.3,0.2441,1.096,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.43,1.0788,9.443,1.0,3.709,9.443,-64.3,-59.2,-64.55,-57.75,2046.0,2802.0,2037.0,14721.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.40383,6.338
7393,2020_08_14_13_04_27,1597403067.573748,4859.0362412929535,3.3,0.2494,1.096,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.43,1.0788,9.444,0.9999,3.711,9.443055600000001,-64.3,-59.2,-64.55,-57.75,2046.0,2801.0,2037.0,14850.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4218756,6.34
7394,2020_08_14_13_04_28,1597403068.1241515,4859.586644649506,3.3,0.2441,1.096,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.43,1.0788,9.445,1.0001,3.712,9.4459445,-64.3,-59.2,-64.55,-57.75,2046.0,2799.0,2037.0,14943.0,3.0,0.0,0.0,13743.0,1.0,forward,1.0,11.4067745,6.341
7395,2020_08_14_13_04_28,1597403068.7216842,4860.184177398682,3.3,0.2494,1.096,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.431,1.0788,9.446,1.0,3.714,9.446,-64.3,-59.2,-64.55,-57.75,2046.0,2800.0,2038.0,15044.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.42432,6.343999999999999
7396,2020_08_14_13_04_29,1597403069.2745838,4860.737076997757,3.3,0.2494,1.096,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.431,1.0788,9.448,1.0,3.716,9.448,-64.3,-59.2,-64.55,-57.75,2039.0,2801.0,2037.0,15122.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.42632,6.346
7397,2020_08_14_13_04_29,1597403069.7948246,4861.257317781448,3.3,0.2493,1.096,0.8226899999999999,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.431,1.0788,9.448,0.9999,3.718,9.447055200000001,-64.3,-59.2,-64.55,-57.75,2037.0,2801.0,2033.0,15122.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.425045200000001,6.348
7398,2020_08_14_13_04_30,1597403070.5726945,4862.035187721252,3.3,0.2494,1.097,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.431,1.0788,9.45,1.0,3.72,9.45,-64.3,-59.2,-64.55,-57.75,2039.0,2801.0,2036.0,15122.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.42832,6.351000000000001
7399,2020_08_14_13_04_31,1597403071.2107213,4862.673214435577,3.3,0.2494,1.097,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.431,1.0788,9.451,1.0,3.721,9.451,-64.3,-59.2,-64.55,-57.75,2047.0,2800.0,2037.0,15122.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.42982,6.352
7400,2020_08_14_13_04_31,1597403071.7613776,4863.223870754242,3.3,0.2493,1.097,0.8226899999999999,5.0,0.0154,0.103,0.077,12.0,0.0899,1.432,1.0788,9.451,1.0001,3.722,9.4519451,-64.3,-59.2,-64.55,-57.75,2039.0,2800.0,2037.0,15122.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.4304351,6.353999999999999
7401,2020_08_14_13_04_32,1597403072.3314085,4863.7939016819,3.3,0.2493,1.097,0.8226899999999999,5.0,0.0154,0.103,0.077,12.0,0.0899,1.432,1.0788,9.453,1.0,3.724,9.453,-64.3,-59.2,-64.55,-57.75,2046.0,2801.0,2038.0,15122.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.43149,6.356
7402,2020_08_14_13_04_32,1597403072.8839836,4864.346476793289,3.3,0.2494,1.097,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.432,1.0788,9.454,1.0,3.726,9.454,-64.3,-59.2,-64.55,-57.75,2046.0,2800.0,2037.0,15122.0,3.0,0.0,0.0,13743.0,0.0,rest,1.0,11.43282,6.358
7403,2020_08_14_13_04_33,1597403073.5749438,4865.037436962128,3.3,0.2493,1.097,0.8226899999999999,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.432,1.0788,9.455,1.0,3.727,9.455,-64.3,-59.2,-64.55,-57.75,2046.0,2801.0,2037.0,15122.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.43299,6.359
7404,2020_08_14_13_04_34,1597403074.167717,4865.630210161209,3.3,0.2494,1.097,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.432,1.0788,9.457,1.0001,3.729,9.4579457,-64.3,-59.2,-64.55,-57.75,2037.0,2801.0,2034.0,15021.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4362657,6.361
7405,2020_08_14_13_04_34,1597403074.7602572,4866.222750425339,3.3,0.2456,1.098,0.81048,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.433,1.0788,9.457,1.0,3.73,9.457,-64.3,-59.2,-64.55,-57.75,2036.0,2802.0,2033.0,14920.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.422780000000001,6.364000000000001
7406,2020_08_14_13_04_35,1597403075.3288388,4866.7913320064545,3.3,0.2441,1.098,0.80553,5.0,0.0154,0.103,0.077,12.0,0.0899,1.433,1.0788,9.458,0.9999,3.732,9.4570542,-64.3,-59.2,-64.55,-57.75,2037.0,2799.0,2034.0,14824.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4183842,6.3660000000000005
7407,2020_08_14_13_04_35,1597403075.9341824,4867.3966755867,3.3,0.2495,1.098,0.8233499999999999,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.433,1.0788,9.459,0.9999,3.733,9.4580541,-64.3,-59.2,-64.55,-57.75,2046.0,2800.0,2037.0,14721.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4367041,6.367000000000001
7408,2020_08_14_13_04_36,1597403076.5804641,4868.042957305908,3.3,0.2441,1.098,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.433,1.0788,9.46,0.9999,3.735,9.459054,-64.3,-59.2,-64.55,-57.7,2036.0,2799.0,2032.0,14612.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.419884,6.369
7409,2020_08_14_13_04_37,1597403077.2276483,4868.690141439438,3.3,0.2494,1.098,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.433,1.0788,9.461,1.0,3.737,9.461,-64.3,-59.15,-64.55,-57.7,2039.0,2801.0,2036.0,14502.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.439820000000001,6.371
7410,2020_08_14_13_04_37,1597403077.8421693,4869.304662466049,3.3,0.244,1.098,0.8051999999999999,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.433,1.0788,9.463,1.0,3.739,9.463,-64.3,-59.15,-64.55,-57.7,2039.0,2800.0,2037.0,14398.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.423499999999999,6.373
7411,2020_08_14_13_04_38,1597403078.404768,4869.867261171341,3.3,0.2494,1.098,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.434,1.0788,9.463,1.0001,3.741,9.4639463,-64.25,-59.2,-64.55,-57.7,2040.0,2800.0,2036.0,14302.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.442766299999999,6.3759999999999994
7412,2020_08_14_13_04_39,1597403079.3214128,4870.783905982971,3.3,0.2494,1.099,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.434,1.0788,9.463,0.9999,3.742,9.462053699999998,-64.3,-59.2,-64.55,-57.7,2036.0,2801.0,2033.0,14147.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.440373699999999,6.378
7413,2020_08_14_13_04_39,1597403079.9700656,4871.432558774948,3.3,0.2441,1.099,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.434,1.0788,9.465,0.9999,3.744,9.4640535,-64.3,-59.2,-64.55,-57.7,2045.0,2800.0,2036.0,14037.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4248835,6.380000000000001
7414,2020_08_14_13_04_40,1597403080.4957674,4871.958260536194,3.3,0.2494,1.099,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.434,1.0788,9.466,1.0,3.745,9.466,-64.25,-59.2,-64.55,-57.7,2037.0,2799.0,2032.0,13947.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.44432,6.381
7415,2020_08_14_13_04_41,1597403081.0683835,4872.530876636505,3.3,0.2494,1.099,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0891,1.434,1.0692,13.005,0.0322,3.747,0.418761,-64.25,-59.15,-64.55,-57.7,2037.0,2801.0,2033.0,13850.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,2.387981,6.383
7416,2020_08_14_13_04_41,1597403081.8441322,4873.306625366211,3.3,0.2497,1.099,0.82401,5.0,0.0154,0.103,0.077,12.0,0.0893,1.435,1.0716,13.0,0.7531,3.747,9.7903,-64.25,-59.15,-64.55,-57.7,2039.0,2010.0,2296.0,13718.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.76291,6.384
7417,2020_08_14_13_04_42,1597403082.584078,4874.04657125473,3.3,0.2441,1.099,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.435,1.0788,9.474,0.9999,3.75,9.4730526,-64.3,-59.15,-64.55,-57.7,2047.0,2009.0,2830.0,13593.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4338826,6.3870000000000005
7418,2020_08_14_13_04_43,1597403083.2096372,4874.672130346298,3.3,0.2441,1.099,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.435,1.0788,9.476,1.0,3.751,9.476,-64.25,-59.15,-64.55,-57.7,2038.0,2009.0,2826.0,13487.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.43683,6.388
7419,2020_08_14_13_04_43,1597403083.8039849,4875.266478061676,3.3,0.2494,1.1,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.435,1.0788,9.478,1.0001,3.753,9.4789478,-64.25,-59.15,-64.55,-57.7,2047.0,2009.0,2830.0,13386.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4572678,6.391
7420,2020_08_14_13_04_44,1597403084.358407,4875.8209002017975,3.3,0.2494,1.1,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.435,1.0788,9.479,1.0,3.754,9.479,-64.25,-59.15,-64.55,-57.7,2038.0,2010.0,2826.0,13292.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.45732,6.3919999999999995
7421,2020_08_14_13_04_44,1597403084.863729,4876.32622218132,3.3,0.2441,1.1,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.436,1.0788,9.48,1.0,3.755,9.48,-64.25,-59.15,-64.55,-57.7,2039.0,2009.0,2826.0,13206.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.44083,6.394
7422,2020_08_14_13_04_45,1597403085.594631,4877.057124137878,3.3,0.2494,1.1,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.436,1.0788,9.483,1.0001,3.757,9.4839483,-64.25,-59.15,-64.55,-57.7,2039.0,2009.0,2826.0,13082.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4622683,6.396000000000001
7423,2020_08_14_13_04_46,1597403086.1586924,4877.621185541153,3.3,0.2441,1.1,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.436,1.0788,9.484,1.0,3.759,9.484,-64.2,-59.15,-64.5,-57.65,2038.0,2009.0,2826.0,12986.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.44483,6.398
7424,2020_08_14_13_04_46,1597403086.906576,4878.369069099426,3.3,0.2441,1.1,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.436,1.0788,9.485,1.0001,3.76,9.4859485,-64.2,-59.15,-64.5,-57.65,2047.0,2010.0,2830.0,12860.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.446778499999999,6.399
7425,2020_08_14_13_04_47,1597403087.4596014,4878.922094583511,3.3,0.2441,1.1,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.436,1.0788,9.486,0.9999,3.762,9.485051400000001,-64.25,-59.15,-64.55,-57.7,2041.0,2009.0,2829.0,12766.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.445881400000001,6.401
7426,2020_08_14_13_04_48,1597403088.0265133,4879.489006519318,3.3,0.2494,1.101,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.436,1.0788,9.487,1.0,3.764,9.487,-64.25,-59.15,-64.55,-57.7,2041.0,2009.0,2829.0,12669.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.46532,6.404
7427,2020_08_14_13_04_48,1597403088.726877,4880.1893701553345,3.3,0.2494,1.101,0.82302,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.437,1.0788,9.488,1.0,3.765,9.488,-64.25,-59.15,-64.55,-57.7,2047.0,2010.0,2830.0,12551.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.46632,6.406000000000001
7428,2020_08_14_13_04_49,1597403089.2699976,4880.732490777969,3.3,0.2495,1.101,0.8233499999999999,5.0,0.0154,0.103,0.077,12.0,0.0899,1.437,1.0788,9.49,1.0001,3.768,9.490949,-64.25,-59.15,-64.55,-57.7,2040.0,2009.0,2829.0,12459.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.470099000000001,6.409
7429,2020_08_14_13_04_50,1597403090.0109386,4881.473431825638,3.3,0.2441,1.101,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.437,1.0788,9.491,1.0,3.769,9.491,-64.2,-59.15,-64.5,-57.7,2041.0,2010.0,2829.0,12333.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.45183,6.41
7430,2020_08_14_13_04_50,1597403090.5696619,4882.032155036926,3.3,0.2494,1.101,0.82302,5.0,0.0154,0.103,0.077,12.0,0.0899,1.437,1.0788,9.491,0.9999,3.771,9.4900509,-64.2,-59.15,-64.5,-57.7,2047.0,2009.0,2828.0,12238.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.468870899999999,6.412
7431,2020_08_14_13_04_51,1597403091.3846948,4882.847187995911,3.3,0.2441,1.101,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.437,1.0788,9.492,1.0001,3.772,9.4929492,-64.2,-59.15,-64.5,-57.7,2046.0,2009.0,2831.0,12100.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.4537792,6.413
7432,2020_08_14_13_04_51,1597403091.974147,4883.436640262604,3.3,0.2441,1.101,0.80553,5.0,0.0153,0.103,0.0765,12.0,0.0899,1.438,1.0788,9.494,1.0001,3.775,9.4949494,-64.2,-59.15,-64.5,-57.7,2046.0,2009.0,2829.0,12000.0,3.0,0.0,0.0,13743.0,1.0,backward,1.0,11.455779399999999,6.417
